Descripció,Preu unitari,Preu/kg,URL,Imatge
Chuleta de Sajonia 600 g aprox,"5,63 €","9,39 €/kg",https://www.carrefour.es/supermercado/chuleta-de-sajonia-600-g-aprox/R-VC4AECOMM-503736/p,https://static.carrefour.es/hd_350x_/img_pim_food/503736_00_1.jpg
Pepperoni en lonchas Carrefour El Mercado sin gluten 75 g,"1,79 €","23,87 €/kg",https://www.carrefour.es/supermercado/pepperoni-en-lonchas-carrefour-el-mercado-sin-gluten-75-g/R-VC4AECOMM-207009/p,https://static.carrefour.es/hd_350x_/img_pim_food/207009_00_1.jpg
"Chorizo ibérico en lonchas Carrefour El Mercado 2x62,5 g","2,25 €",18 €/kg,https://www.carrefour.es/supermercado/chorizo-iberico-en-lonchas-carrefour-el-mercado-2x625-g/R-VC4AECOMM-468274/p,https://static.carrefour.es/hd_350x_/img_pim_food/468274_00_1.jpg
Salchichas King El Pozo sin gluten 330 g.,"2,15 €","6,52 €/kg",https://www.carrefour.es/supermercado/salchichas-king-el-pozo-sin-gluten-330-g/R-prod820199/p,https://static.carrefour.es/hd_350x_/img_pim_food/263826_00_1.jpg
Lacón en tapas cortadas a cuchillo MRM 170 g,"4,39 €","25,82 €/kg",https://www.carrefour.es/supermercado/lacon-en-tapas-cortadas-a-cuchillo-mrm-170-g/R-683508017/p,https://static.carrefour.es/hd_350x_/img_pim_food/070883_00_1.jpg
Filete 1ªA de Vacuno Carrefour 500 g,"8,49 €","16,99 €/kg",https://www.carrefour.es/supermercado/filete-1a-de-vacuno-carrefour-500-g/R-608101731/p,https://static.carrefour.es/hd_350x_/img_pim_food/279725_00_1.jpg
Queso tierno en lonchas El Ventero 200 g.,"4,29 €","21,45 €/kg",https://www.carrefour.es/supermercado/queso-tierno-en-lonchas-el-ventero-200-g/R-521030521/p,https://static.carrefour.es/hd_350x_/img_pim_food/414164_00_1.jpg
Pollo al curry con arroz 280 g,"2,85 €","10,18 €/kg",https://www.carrefour.es/supermercado/pollo-al-curry-con-arroz-280-g/R-VC4AECOMM-424813/p,https://static.carrefour.es/hd_350x_/img_pim_food/424813_00_1.jpg
Pechuga de pollo fileteada marinada a las finas hierbas Coren 400 g aprox,"2,96 €","7,39 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-fileteada-marinada-a-las-finas-hierbas-coren-400-g-aprox/R-790114293/p,https://static.carrefour.es/hd_350x_/img_pim_food/886086_00_1.jpg
Verduras para Wok mediterráneo Carrefour 400 g,"1,99 €","4,97 €/kg",https://www.carrefour.es/supermercado/verduras-para-wok-mediterraneo-carrefour-400-g/R-526104355/p,https://static.carrefour.es/hd_350x_/img_pim_food/014526_00_1.jpg
Queso fundido en lonchas light Carrefour 300 g.,"2,05 €","6,83 €/kg",https://www.carrefour.es/supermercado/queso-fundido-en-lonchas-light-carrefour-300-g/R-VC4AECOMM-110226/p,https://static.carrefour.es/hd_350x_/img_pim_food/110226_00_1.jpg
Queso emmental en lonchas Carrefour 150 g.,"2,15 €","14,33 €/kg",https://www.carrefour.es/supermercado/queso-emmental-en-lonchas-carrefour-150-g/R-784418122/p,https://static.carrefour.es/hd_350x_/img_pim_food/873940_00_1.jpg
Pechuga de pavo fileteada Carrefour 500 g aprox,"4,94 €","9,89 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-fileteada-carrefour-500-g-aprox/R-prod920184/p,https://static.carrefour.es/hd_350x_/img_pim_food/039637_00_1.jpg
Macarrones boloñesa Carrefour El Mercado 280 g,"2,35 €","8,39 €/kg",https://www.carrefour.es/supermercado/macarrones-bolonesa-carrefour-el-mercado-280-g/R-VC4AECOMM-721705/p,https://static.carrefour.es/hd_350x_/img_pim_food/721705_00_1.jpg
Jamón Serrano Gran Selección Duroc en lonchas Carrefour El Mercado 90 g,"2,69 €","29,89 €/kg",https://www.carrefour.es/supermercado/jamon-serrano-gran-seleccion-duroc-en-lonchas-carrefour-el-mercado-90-g/R-VC4AECOMM-243195/p,https://static.carrefour.es/hd_350x_/img_pim_food/243195_00_1.jpg
Jamón de cebo ibérico 50% raza ibérica en lonchas Carrefour 100 g,"5,39 €","53,90 €/kg",https://www.carrefour.es/supermercado/jamon-de-cebo-iberico-50-raza-iberica-en-lonchas-carrefour-100-g/R-618405074/p,https://static.carrefour.es/hd_350x_/img_pim_food/373914_00_1.jpg
Boquerones en vinagre De Nuestra Tierra 140 g,"4,39 €","43,90 €/kg",https://www.carrefour.es/supermercado/boquerones-en-vinagre-de-nuestra-tierra-140-g/R-prod1110060/p,https://static.carrefour.es/hd_350x_/img_pim_food/150142_00_1.jpg
Queso rallado mozzarella Arla 150 g.,"3,49 €","19,94 €/kg",https://www.carrefour.es/supermercado/queso-rallado-mozzarella-arla-150-g/R-522714868/p,https://static.carrefour.es/hd_350x_/img_pim_food/105809_00_1.jpg
Chopped tipo lata en lonchas ElPozo sin gluten 250 g,"2,65 €","10,60 €/kg",https://www.carrefour.es/supermercado/chopped-tipo-lata-en-lonchas-elpozo-sin-gluten-250-g/R-VC4AECOMM-710172/p,https://static.carrefour.es/hd_350x_/img_pim_food/710172_00_1.jpg
Jamón de Cebo Ibérico 50% Raza Ibérica en lonchas Carrefour El Mercado 90 g,"5,19 €","57,67 €/kg",https://www.carrefour.es/supermercado/jamon-de-cebo-iberico-50-raza-iberica-en-lonchas-carrefour-el-mercado-90-g/R-VC4AECOMM-243191/p,https://static.carrefour.es/hd_350x_/img_pim_food/243191_00_1.jpg
Preparado de puré de verduras peladas 900 g,"3,09 €",3090 €/ud,https://www.carrefour.es/supermercado/preparado-de-pure-de-verduras-peladas-900-g/R-528413012/p,https://static.carrefour.es/hd_350x_/img_pim_food/174504_00_1.jpg
Media gallina Nutrave 700 g aprox,"3,43 €","4,90 €/kg",https://www.carrefour.es/supermercado/media-gallina-nutrave-700-g-aprox/R-608101557/p,https://static.carrefour.es/hd_350x_/img_pim_food/270271_00_1.jpg
Queso fresco Carrefour Classic 250 g,"1,62 €","6,48 €/kg",https://www.carrefour.es/supermercado/queso-fresco-carrefour-classic-250-g/R-VC4AECOMM-423588/p,https://static.carrefour.es/hd_350x_/img_pim_food/423588_00_1.jpg
Queso Kiri natural 216 g.,,"22,64 €/kg",https://www.carrefour.es/supermercado/queso-kiri-natural-216-g/R-521030610/p,https://static.carrefour.es/hd_350x_/img_pim_food/090611_00_1.jpg
Pechuga de pavo en lonchas Un Momento y Listo Serrano sin gluten sin lactosa 200 g.,"2,99 €","14,95 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-en-lonchas-un-momento-y-listo-serrano-sin-gluten-sin-lactosa-200-g/R-530362920/p,https://static.carrefour.es/hd_350x_/img_pim_food/152569_00_1.jpg
Pan de molde integral 800 g,"2,13 €","2,66 €/kg",https://www.carrefour.es/supermercado/pan-de-molde-integral-800-g/R-795756460/p,https://static.carrefour.es/hd_350x_/img_pim_food/896691_00_1.jpg
Cogollos rojos Carrefour 3 ud,"1,45 €","4,14 €/kg",https://www.carrefour.es/supermercado/cogollos-rojos-carrefour-3-ud/R-VC4AECOMM-779111/p,https://static.carrefour.es/hd_350x_/img_pim_food/779111_00_1.jpg
Jamón cocido extra en lonchas ElPozo 1954 sin gluten y sin lactosa 120 g,"2,69 €","22,42 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-en-lonchas-elpozo-1954-sin-gluten-y-sin-lactosa-120-g/R-prod68046/p,https://static.carrefour.es/hd_350x_/img_pim_food/710126_00_1.jpg
Fiambre de pechuga de pavo Mini Pavofrío Campofrío sin gluten y sin lactosa 340 g,"3,15 €","9,26 €/kg",https://www.carrefour.es/supermercado/fiambre-de-pechuga-de-pavo-mini-pavofrio-campofrio-sin-gluten-y-sin-lactosa-340-g/R-VC4AECOMM-698646/p,https://static.carrefour.es/hd_350x_/img_pim_food/698646_00_1.jpg
Pechuga de pollo fileteada 1 kg aprox,"7,29 €","7,29 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-fileteada-1-kg-aprox/R-827513089/p,https://static.carrefour.es/hd_350x_/img_pim_food/961475_00_1.jpg
"Canelones de carne, setas y boletus Carrefour el Mercado 350 g","3,30 €","9,43 €/kg",https://www.carrefour.es/supermercado/canelones-de-carne-setas-y-boletus-carrefour-el-mercado-350-g/R-VC4AECOMM-554201/p,https://static.carrefour.es/hd_350x_/img_pim_food/554201_00_1.jpg
Tarta de manzana redonda 500 g,"5,99 €","11,98 €/kg",https://www.carrefour.es/supermercado/tarta-de-manzana-redonda-500-g/R-VC4AECOMM-175922/p,https://static.carrefour.es/hd_350x_/img_pim_food/175922_00_1.jpg
Pan Proteico mediano Ketterer 450 g,"4,19 €","9,31 €/kg",https://www.carrefour.es/supermercado/pan-proteico-mediano-ketterer-450-g/R-fprod1250088/p,https://static.carrefour.es/hd_350x_/img_pim_food/295607_00_1.jpg
Palmera de chocolate Carrefour 4 ud,"3,65 €","0,91 €/ud",https://www.carrefour.es/supermercado/palmera-de-chocolate-carrefour-4-ud/R-527030776/p,https://static.carrefour.es/hd_350x_/img_pim_food/176721_00_1.jpg
Salchichas BIG queso El Pozo sin gluten pack de 3 unidades de 200 g.,"2,50 €","4,17 €/kg",https://www.carrefour.es/supermercado/salchichas-big-queso-el-pozo-sin-gluten-pack-de-3-unidades-de-200-g/R-711410916/p,https://static.carrefour.es/hd_350x_/img_pim_food/426766_00_1.jpg
Queso fundido en porciones El Caserío sin gluten 250 g.,"2,86 €","11,44 €/kg",https://www.carrefour.es/supermercado/queso-fundido-en-porciones-el-caserio-sin-gluten-250-g/R-521030594/p,https://static.carrefour.es/hd_350x_/img_pim_food/003153_00_1.jpg
Pan de molde rústico 600 g,"2,13 €","3,55 €/kg",https://www.carrefour.es/supermercado/pan-de-molde-rustico-600-g/R-525964718/p,https://static.carrefour.es/hd_350x_/img_pim_food/688260_00_1.jpg
Longaniza Roja Carrefour 500 g aprox,"3,34 €","6,69 €/kg",https://www.carrefour.es/supermercado/longaniza-roja-carrefour-500-g-aprox/R-VC4AECOMM-058980/p,https://static.carrefour.es/hd_350x_/img_pim_food/058980_00_1.jpg
Cebolla echalotte Carrefour 250 g,"1,53 €","6,12 €/kg",https://www.carrefour.es/supermercado/cebolla-echalotte-carrefour-250-g/R-521031961/p,https://static.carrefour.es/hd_350x_/img_pim_food/795911_00_1.jpg
Pechuga de pavo cocida en lonchas finas ElPozo 1954 sin gluten y sin lactosa 120 g,"2,69 €","22,42 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-cocida-en-lonchas-finas-elpozo-1954-sin-gluten-y-sin-lactosa-120-g/R-VC4AECOMM-710961/p,https://static.carrefour.es/hd_350x_/img_pim_food/710961_00_1.jpg
Paleta de Cebo Ibérica 50% Raza Ibérica Carrefour El Mercado 90 g,"4,85 €","53,89 €/kg",https://www.carrefour.es/supermercado/paleta-de-cebo-iberica-50-raza-iberica-carrefour-el-mercado-90-g/R-VC4AECOMM-243202/p,https://static.carrefour.es/hd_350x_/img_pim_food/243202_00_1.jpg
Salami extra en lonchas Carrefour El Mercado 2x120 g,"2,15 €","8,96 €/kg",https://www.carrefour.es/supermercado/salami-extra-en-lonchas-carrefour-el-mercado-2x120-g/R-VC4AECOMM-248782/p,https://static.carrefour.es/hd_350x_/img_pim_food/248782_00_1.jpg
Queso en lonchas Proteína Plus Carrefour Sensation 150 g.,"2,65 €","17,67 €/kg",https://www.carrefour.es/supermercado/queso-en-lonchas-proteina-plus-carrefour-sensation-150-g/R-VC4AECOMM-422061/p,https://static.carrefour.es/hd_350x_/img_pim_food/422061_00_1.jpg
Solomillo de cerdo Extratiernos ElPozo 750 g aprox,"8,17 €","10,89 €/kg",https://www.carrefour.es/supermercado/solomillo-de-cerdo-extratiernos-elpozo-750-g-aprox/R-820613828/p,https://static.carrefour.es/hd_350x_/img_pim_food/952417_00_1.jpg
Panecillo de centeno 51% 6 ud.,"1,55 €","0,26 €/ud",https://www.carrefour.es/supermercado/panecillo-de-centeno-51-6-ud/R-VC4AECOMM-498735/p,https://static.carrefour.es/hd_350x_/img_pim_food/498735_00_1.jpg
Queso semicurado en lonchas mezcla García Baquero 200 g.,"3,89 €","19,45 €/kg",https://www.carrefour.es/supermercado/queso-semicurado-en-lonchas-mezcla-garcia-baquero-200-g/R-521030527/p,https://static.carrefour.es/hd_350x_/img_pim_food/414672_00_1.jpg
Caracolas de fruta Carrefour 4 ud,"3,65 €","0,91 €/ud",https://www.carrefour.es/supermercado/caracolas-de-fruta-carrefour-4-ud/R-680401681/p,https://static.carrefour.es/hd_350x_/img_pim_food/061007_00_1.jpg
Queso semicurado mezcla graso García Baquero 300 g aprox,"5,01 €","16,69 €/kg",https://www.carrefour.es/supermercado/queso-semicurado-mezcla-graso-garcia-baquero-300-g-aprox/R-533401627/p,https://static.carrefour.es/hd_350x_/img_pim_food/399048_00_1.jpg
Almeja Japónica fresca 500 g,"11,05 €","22,10 €/kg",https://www.carrefour.es/supermercado/almeja-japonica-fresca-500-g/R-645501796/p,https://static.carrefour.es/hd_350x_/img_pim_food/815739_00_1.jpg
Espaguetis carbonara Carrefour El Mercado 280 g,"2,20 €","7,86 €/kg",https://www.carrefour.es/supermercado/espaguetis-carbonara-carrefour-el-mercado-280-g/R-VC4AECOMM-721710/p,https://static.carrefour.es/hd_350x_/img_pim_food/721710_00_1.jpg
Queso camembert Caprice des Dieux 200 g,"4,35 €","21,75 €/kg",https://www.carrefour.es/supermercado/queso-camembert-caprice-des-dieux-200-g/R-VC4AECOMM-683446/p,https://static.carrefour.es/hd_350x_/img_pim_food/683446_00_1.jpg
Jamón cocido receta clásica Noel sin gluten y sin lactosa 250 g aprox,"2,50 €","9,99 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-receta-clasica-noel-sin-gluten-y-sin-lactosa-250-g-aprox/R-VC4AECOMM-693847/p,https://static.carrefour.es/hd_350x_/img_pim_food/693847_00_1.jpg
Filetes de Pechuga de Pavo Marinado Carrefour El Mercado 500 g aprox,"4,94 €","9,89 €/kg",https://www.carrefour.es/supermercado/filetes-de-pechuga-de-pavo-marinado-carrefour-el-mercado-500-g-aprox/R-VC4AECOMM-190920/p,https://static.carrefour.es/hd_350x_/img_pim_food/190920_00_1.jpg
Jamón de pavo bajo en grasa sin azúcares El Pozo Bienstar sin gluten y sin lactosa 380 g,"3,99 €","10,50 €/kg",https://www.carrefour.es/supermercado/jamon-de-pavo-bajo-en-grasa-sin-azucares-el-pozo-bienstar-sin-gluten-y-sin-lactosa-380-g/R-VC4AECOMM-710252/p,https://static.carrefour.es/hd_350x_/img_pim_food/710252_00_1.jpg
Mousse pato medallón Aoste pack de 2 unidades de 100 g,"4,75 €","23,75 €/kg",https://www.carrefour.es/supermercado/mousse-pato-medallon-aoste-pack-de-2-unidades-de-100-g/R-522714461/p,https://static.carrefour.es/hd_350x_/img_pim_food/159247_00_1.jpg
Chorizo Asturiano El Chico 250 g,"2,78 €","11,12 €/kg",https://www.carrefour.es/supermercado/chorizo-asturiano-el-chico-250-g/R-VC4AECOMM-110399/p,https://static.carrefour.es/hd_350x_/img_pim_food/110399_00_1.jpg
Paleta Gran Reserva en lonchas Carrefour El Mercado 90 g,"3,79 €","42,11 €/kg",https://www.carrefour.es/supermercado/paleta-gran-reserva-en-lonchas-carrefour-el-mercado-90-g/R-VC4AECOMM-243194/p,https://static.carrefour.es/hd_350x_/img_pim_food/243194_00_1.jpg
Paté a la pimienta Classic Carrefour sin gluten y sin lactosa 160 g.,"1,08 €","6,75 €/kg",https://www.carrefour.es/supermercado/pate-a-la-pimienta-classic-carrefour-sin-gluten-y-sin-lactosa-160-g/R-prod930006/p,https://static.carrefour.es/hd_350x_/img_pim_food/044271_00_1.jpg
Estofado de Vacuno Carrefour El Mercado 500 g aprox,"7,27 €","14,55 €/kg",https://www.carrefour.es/supermercado/estofado-de-vacuno-carrefour-el-mercado-500-g-aprox/R-VC4AECOMM-133601/p,https://static.carrefour.es/hd_350x_/img_pim_food/133601_00_1.jpg
Lombarda 1 Kg,"2,05 €","2,05 €/kg",https://www.carrefour.es/supermercado/lombarda-1-kg/R-529916717/p,https://static.carrefour.es/hd_350x_/img_pim_food/050231_00_1.jpg
Filete 1ª A Vacuno El Mercado 500 g aprox,"8,49 €","16,99 €/kg",https://www.carrefour.es/supermercado/filete-1-a-vacuno-el-mercado-500-g-aprox/R-VC4AECOMM-133782/p,https://static.carrefour.es/hd_350x_/img_pim_food/133782_00_1.jpg
Bocadito de pan de hamburguesa 255 g,"1,88 €","7,37 €/kg",https://www.carrefour.es/supermercado/bocadito-de-pan-de-hamburguesa-255-g/R-538003198/p,https://static.carrefour.es/hd_350x_/img_pim_food/147929_00_1.jpg
Pechuga de pavo cocido extra en lonchas Carrefour El Mercado 200 g,"2,35 €","11,75 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-cocido-extra-en-lonchas-carrefour-el-mercado-200-g/R-VC4AECOMM-050752/p,https://static.carrefour.es/hd_350x_/img_pim_food/050752_00_1.jpg
Paté a la pimienta Carrefour El Mercado sin gluten 100 g.,"1,45 €","14,50 €/kg",https://www.carrefour.es/supermercado/pate-a-la-pimienta-carrefour-el-mercado-sin-gluten-100-g/R-VC4AECOMM-187486/p,https://static.carrefour.es/hd_350x_/img_pim_food/187486_00_1.jpg
Cabeza de lomo de cerdo Carrefour al vacío 1 kg aprox,"5,29 €","5,29 €/kg",https://www.carrefour.es/supermercado/cabeza-de-lomo-de-cerdo-carrefour-al-vacio-1-kg-aprox/R-825101789/p,https://static.carrefour.es/hd_350x_/img_pim_food/954542_00_1.jpg
Hinojo 1 kg aprox,"3,09 €","3,09 €/kg",https://www.carrefour.es/supermercado/hinojo-1-kg-aprox/R-525888021/p,https://static.carrefour.es/hd_350x_/img_pim_food/050228_00_1.jpg
Queso gorgonzola D.O.P Carrefour Extra 200 g,"2,99 €","14,95 €/kg",https://www.carrefour.es/supermercado/queso-gorgonzola-dop-carrefour-extra-200-g/R-VC4AECOMM-458663/p,https://static.carrefour.es/hd_350x_/img_pim_food/458663_00_1.jpg
Boniato ecológico 650 g,"2,85 €","5,70 €/kg",https://www.carrefour.es/supermercado/boniato-ecologico-650-g/R-827511606/p,https://static.carrefour.es/hd_350x_/img_pim_food/945933_00_1.jpg
Crema de queso de untar natural Philadelphia pack de 2 unidades de 250 g.,"4,89 €","9,78 €/kg",https://www.carrefour.es/supermercado/crema-de-queso-de-untar-natural-philadelphia-pack-de-2-unidades-de-250-g/R-854600355/p,https://static.carrefour.es/hd_350x_/img_pim_food/084438_00_1.jpg
Medio conejo troceado Círculo de Calidad 650 g aprox,"5,75 €","8,85 €/kg",https://www.carrefour.es/supermercado/medio-conejo-troceado-circulo-de-calidad-650-g-aprox/R-527054517/p,https://static.carrefour.es/hd_350x_/img_pim_food/793575_00_1.jpg
Tabulé oriental 400 g,"2,40 €","2,40 €/ud",https://www.carrefour.es/supermercado/tabule-oriental-400-g/R-808725776/p,https://static.carrefour.es/hd_350x_/img_pim_food/772170_00_1.jpg
Mini croissant bombón 6 ud,"3,39 €","0,57 €/ud",https://www.carrefour.es/supermercado/mini-croissant-bombon-6-ud/R-prod790120/p,https://static.carrefour.es/hd_350x_/img_pim_food/990655_00_1.jpg
Coco 500 g aprox,"1,19 €","1,19 €/ud",https://www.carrefour.es/supermercado/coco-500-g-aprox/R-521031320/p,https://static.carrefour.es/hd_350x_/img_pim_food/036096_00_1.jpg
Bizcochitos Tosta Rica 125 g.,"3,29 €","26,32 €/kg",https://www.carrefour.es/supermercado/bizcochitos-tosta-rica-125-g/R-639501900/p,https://static.carrefour.es/hd_350x_/img_pim_food/812902_00_1.jpg
Jamón de Cebo Ibérico 50% Raza Ibérica cortado a cuchillo Círculo de Calidad 100 g aprox,"7,50 €",75 €/kg,https://www.carrefour.es/supermercado/jamon-de-cebo-iberico-50-raza-iberica-cortado-a-cuchillo-circulo-de-calidad-100-g-aprox/R-VC4AECOMM-497261/p,https://static.carrefour.es/hd_350x_/img_pim_food/497261_00_1.jpg
Queso fresco Original Burgo de Arias pack de 6 unidades de 72 g.,"5,75 €","13,31 €/kg",https://www.carrefour.es/supermercado/queso-fresco-original-burgo-de-arias-pack-de-6-unidades-de-72-g/R-521030543/p,https://static.carrefour.es/hd_350x_/img_pim_food/523717_00_1.jpg
Bacalao desmigado desalado Carrefour El Mercado 250 g,"5,75 €",23 €/kg,https://www.carrefour.es/supermercado/bacalao-desmigado-desalado-carrefour-el-mercado-250-g/R-VC4AECOMM-713810/p,https://static.carrefour.es/hd_350x_/img_pim_food/713810_00_1.jpg
Queso rulo de cabra Sant Maure 180 g.,"3,85 €","21,39 €/kg",https://www.carrefour.es/supermercado/queso-rulo-de-cabra-sant-maure-180-g/R-VC4AECOMM-685569/p,https://static.carrefour.es/hd_350x_/img_pim_food/685569_00_1.jpg
Sobrasada El Pozo 250 g.,"2,19 €","8,76 €/kg",https://www.carrefour.es/supermercado/sobrasada-el-pozo-250-g/R-prod65862/p,https://static.carrefour.es/hd_350x_/img_pim_food/711185_00_1.jpg
Pechuga de pollo certificado entera Carrefour 400 g aprox,"3,28 €","8,19 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-certificado-entera-carrefour-400-g-aprox/R-prod1020232/p,https://static.carrefour.es/hd_350x_/img_pim_food/094679_00_1.jpg
Mortadela de pavo con aceitunas en lonchas El Pozo sin gluten 225 g.,"2,65 €","11,78 €/kg",https://www.carrefour.es/supermercado/mortadela-de-pavo-con-aceitunas-en-lonchas-el-pozo-sin-gluten-225-g/R-VC4AECOMM-710258/p,https://static.carrefour.es/hd_350x_/img_pim_food/710258_00_1.jpg
Queso en lonchas protein Arla 150 g.,"3,29 €","21,93 €/kg",https://www.carrefour.es/supermercado/queso-en-lonchas-protein-arla-150-g/R-prod731403/p,https://static.carrefour.es/hd_350x_/img_pim_food/857192_00_1.jpg
Ensalada xtreme pollo crispy Florette 210 g,"4,29 €","20,43 €/kg",https://www.carrefour.es/supermercado/ensalada-xtreme-pollo-crispy-florette-210-g/R-VC4AECOMM-294571/p,https://static.carrefour.es/hd_350x_/img_pim_food/294571_00_1.jpg
Mortadela de pavo en lonchas El Pozo sin gluten 250 g.,"2,65 €","10,60 €/kg",https://www.carrefour.es/supermercado/mortadela-de-pavo-en-lonchas-el-pozo-sin-gluten-250-g/R-VC4AECOMM-710112/p,https://static.carrefour.es/hd_350x_/img_pim_food/710112_00_1.jpg
Salchichas con doble de leche Campofrío sin gluten 140 g.,"0,84 €",6 €/kg,https://www.carrefour.es/supermercado/salchichas-con-doble-de-leche-campofrio-sin-gluten-140-g/R-prod381304/p,https://static.carrefour.es/hd_350x_/img_pim_food/453095_00_1.jpg
"Queso fresco Carrefour sin lactosa pack de 4 unidades de 62,5 g.","1,83 €","7,32 €/kg",https://www.carrefour.es/supermercado/queso-fresco-carrefour-sin-lactosa-pack-de-4-unidades-de-625-g/R-prod460003/p,https://static.carrefour.es/hd_350x_/img_pim_food/826278_00_1.jpg
Finas del mar Carrefour Simply 400 g,"2,99 €","7,48 €/kg",https://www.carrefour.es/supermercado/finas-del-mar-carrefour-simply-400-g/R-VC4AECOMM-316019/p,https://static.carrefour.es/hd_350x_/img_pim_food/316019_00_1.jpg
Pechuga de pollo natural en lonchas ElPozo 1954 Premium Gourmet sin gluten y sin lactosa 120 g,"3,25 €","27,08 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-natural-en-lonchas-elpozo-1954-premium-gourmet-sin-gluten-y-sin-lactosa-120-g/R-VC4AECOMM-193053/p,https://static.carrefour.es/hd_350x_/img_pim_food/193053_00_1.jpg
Queso latino Goya 300 g.,"4,89 €","16,30 €/kg",https://www.carrefour.es/supermercado/queso-latino-goya-300-g/R-VC4AECOMM-686690/p,https://static.carrefour.es/hd_350x_/img_pim_food/686690_00_1.jpg
Arreglo de Puchero Completo Carrefour El Mercado 900 g aprox,"5,30 €","5,89 €/kg",https://www.carrefour.es/supermercado/arreglo-de-puchero-completo-carrefour-el-mercado-900-g-aprox/R-609202840/p,https://static.carrefour.es/hd_350x_/img_pim_food/149459_00_1.jpg
Jamón de pavo pieza Simply sin gluten sin lactosa 400 g.,"2,25 €","5,62 €/kg",https://www.carrefour.es/supermercado/jamon-de-pavo-pieza-simply-sin-gluten-sin-lactosa-400-g/R-VC4AECOMM-709251/p,https://static.carrefour.es/hd_350x_/img_pim_food/709251_00_1.jpg
Jamón de York para Sándwich en lonchas ElPozo sin gluten 300 g,"1,99 €","6,63 €/kg",https://www.carrefour.es/supermercado/jamon-de-york-para-sandwich-en-lonchas-elpozo-sin-gluten-300-g/R-VC4AECOMM-710916/p,https://static.carrefour.es/hd_350x_/img_pim_food/710916_00_1.jpg
Bacalao Skrei 3 kg aprox,,"10,95 €/kg",https://www.carrefour.es/supermercado/bacalao-skrei-3-kg-aprox/R-693806541/p,https://static.carrefour.es/hd_350x_/img_pim_food/183697_00_1.jpg
Solomillo de Pollo Marinado al Ajillo Coren 300 g aprox,"2,97 €","9,90 €/kg",https://www.carrefour.es/supermercado/solomillo-de-pollo-marinado-al-ajillo-coren-300-g-aprox/R-790114287/p,https://static.carrefour.es/hd_350x_/img_pim_food/886081_00_1.jpg
Albóndigas con salsa 275 g,"2,75 €",10 €/kg,https://www.carrefour.es/supermercado/albondigas-con-salsa-275-g/R-VC4AECOMM-413093/p,https://static.carrefour.es/hd_350x_/img_pim_food/413093_00_1.jpg
Hamburguesa de Vacuno Raza Frisona Carrefour El Mercado 240 g,"2,79 €","11,62 €/kg",https://www.carrefour.es/supermercado/hamburguesa-de-vacuno-raza-frisona-carrefour-el-mercado-240-g/R-VC4AECOMM-053256/p,https://static.carrefour.es/hd_350x_/img_pim_food/053256_00_1.jpg
Napolitana de crema Carrefour 4 ud,"2,75 €","0,69 €/ud",https://www.carrefour.es/supermercado/napolitana-de-crema-carrefour-4-ud/R-784209199/p,https://static.carrefour.es/hd_350x_/img_pim_food/873524_00_1.jpg
Hamburguesa de Vacuno Black Angus y Cerdo Ibérico Noel 180 g,"2,79 €","15,50 €/kg",https://www.carrefour.es/supermercado/hamburguesa-de-vacuno-black-angus-y-cerdo-iberico-noel-180-g/R-VC4AECOMM-530680/p,https://static.carrefour.es/hd_350x_/img_pim_food/530680_00_1.jpg
Crema de queso brie con trufa Président 105 g.,"2,05 €","19,52 €/kg",https://www.carrefour.es/supermercado/crema-de-queso-brie-con-trufa-president-105-g/R-prod860590/p,https://static.carrefour.es/hd_350x_/img_pim_food/392470_00_1.jpg
"Papayon a granel 1,2 kg aprox","6,23 €","5,19 €/kg",https://www.carrefour.es/supermercado/papayon-a-granel-12-kg-aprox/R-prod720513/p,https://static.carrefour.es/hd_350x_/img_pim_food/832292_00_1.jpg
Queso comté D.O.P. 5 meses curación Carrefour cuña 250 g,"5,49 €","21,96 €/kg",https://www.carrefour.es/supermercado/queso-comte-dop-5-meses-curacion-carrefour-cuna-250-g/R-VC4AECOMM-681530/p,https://static.carrefour.es/hd_350x_/img_pim_food/681530_00_1.jpg
Croquetas caseras de jamón ibérico 295 g,"4,40 €","4,40 €/ud",https://www.carrefour.es/supermercado/croquetas-caseras-de-jamon-iberico-295-g/R-prod310245/p,https://static.carrefour.es/hd_350x_/img_pim_food/371923_00_1.jpg
Jamón serrano reserva en lonchas Villar sin gluten y sin lactosa 180 g,"4,69 €","26,06 €/kg",https://www.carrefour.es/supermercado/jamon-serrano-reserva-en-lonchas-villar-sin-gluten-y-sin-lactosa-180-g/R-VC4AECOMM-702132/p,https://static.carrefour.es/hd_350x_/img_pim_food/702132_00_1.jpg
